tau,s_tmp,cash,delta,pv,r_for,q,PL
0_2-th Autocalled,323.217,1.04437,0,1.046,,,-0.00162619
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,309.232,1.0259,0,1.023,,,0.00289869
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,290.269,1.07599,0,1.069,,,0.00699216
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,298.324,1.14183,0,1.138,,,0.00382648
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,301.079,1.02464,0,1.023,,,0.00163966
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,207.291,-0.00105232,0.00336451,0.697434,,,-0.00105232
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,301.931,1.04887,0,1.046,,,0.00286617
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,201.694,1.15539,0,1.138,,,0.0173866
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,305.494,1.04707,0,1.046,,,0.00107439
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,306.029,1.04515,0,1.046,,,-0.000850908
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,328.22,1.02291,0,1.023,,,-9.37208e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,298.858,1.75993,-0.00237941,1.046,,,0.0028197
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,302.096,1.02381,0,1.023,,,0.000813095
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,322.296,1.02076,0,1.023,,,-0.00223721
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,283.324,1.12206,0,1.115,,,0.00706411
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,213.1,-0.01422,0.00336451,0.716978,,,-0.01422
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,303.8,1.03896,0,1.046,,,-0.00703868
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,210.147,-0.0219543,0.00336451,0.707042,,,-0.0219543
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,287.568,1.08332,0,1.069,,,0.0143159
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,188.899,-0.0229333,0.00336451,0.635554,,,-0.0229333
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,319.961,1.02465,0,1.023,,,0.00165109
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,234.449,1.13898,0,1.138,,,0.000981937
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,177.854,-0.0291345,0.00336451,0.598391,,,-0.0291345
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,301.155,1.02351,0,1.023,,,0.000510431
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,320.899,1.02521,0,1.023,,,0.00221013
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,297.568,1.06499,-0.00013436,1.023,,,0.00200781
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,342.462,1.02437,0,1.023,,,0.00136894
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,316.551,1.07538,0,1.069,,,0.00637676
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,172.114,-0.00056488,0.00336451,0.579081,,,-0.00056488
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,300.107,1.02063,0,1.023,,,-0.00237391
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,306.971,1.0214,0,1.023,,,-0.00159753
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,210.179,1.13045,0,1.138,,,-0.00755017
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,255.492,1.1289,0,1.138,,,-0.00910308
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,311.608,1.02549,0,1.023,,,0.00249049
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,279.836,1.13136,0,1.138,,,-0.00664164
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.129,1.02465,0,1.023,,,0.00165013
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,352.325,1.02131,0,1.023,,,-0.00169165
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,300.458,1.02124,0,1.023,,,-0.0017632
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,160.443,-0.017395,0.00336451,0.539813,,,-0.017395
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,300.115,1.05152,0,1.046,,,0.00552452
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,196.494,1.16317,0,1.138,,,0.0251712
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,126.998,-0.0151241,0.00336451,0.427287,,,-0.0151241
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,181.977,0.21353,0.00336451,0.612262,,,0.21353
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,355.761,1.02872,0,1.023,,,0.00572037
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,321.327,1.04213,0,1.046,,,-0.00386666
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.472,1.02402,0,1.023,,,0.00102463
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,200.786,1.12521,0,1.138,,,-0.0127899
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,283.532,1.96249,-0.00314982,1.069,,,0.000412423
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,301.53,1.02508,0,1.023,,,0.00207558
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,317.678,1.02324,0,1.023,,,0.000239773
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,295.166,1.0715,0,1.069,,,0.00250221
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,340.981,1.04787,0,1.046,,,0.00186949
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,345.081,1.02497,0,1.023,,,0.00197368
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,314.901,1.02422,0,1.023,,,0.00122091
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,303.482,1.04989,0,1.046,,,0.00389474
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.906,1.02196,0,1.023,,,-0.00103851
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,322.548,1.04596,0,1.046,,,-3.80599e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,213.486,1.11303,0,1.138,,,-0.0249714
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,332.479,1.02501,0,1.023,,,0.00201066
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,297.502,1.66996,-0.00209919,1.046,,,-0.000558597
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,310.619,1.02291,0,1.023,,,-8.51929e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.977,1.1855,-0.000548273,1.023,,,-0.00141803
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,311.43,1.06994,0,1.069,,,0.000936029
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,127.874,-0.0124908,0.00336451,0.430234,,,-0.0124908
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,193.231,1.09967,0,1.138,,,-0.0383261
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,310.441,1.02094,0,1.023,,,-0.00206162
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,357.917,1.03963,0,1.046,,,-0.00637439
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,297.373,1.06188,-0.00013436,1.023,,,-0.00107521
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,284.696,1.06582,0,1.069,,,-0.00317859
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,307.052,1.02387,0,1.023,,,0.000869237
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,300.973,1.04357,0,1.046,,,-0.00242823
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,318.819,1.04249,0,1.046,,,-0.00350597
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.409,1.02218,0,1.023,,,-0.000817304
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,321.436,1.02255,0,1.023,,,-0.000445593
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,313.233,1.04089,0,1.046,,,-0.00510957
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.063,1.0229,0,1.023,,,-9.71761e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,269.47,1.12538,0,1.138,,,-0.0126215
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,298.851,1.76109,-0.00237941,1.046,,,0.00400307
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,328.205,1.04593,0,1.046,,,-6.62849e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,313.577,1.02502,0,1.023,,,0.00202179
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,283.148,2.55494,-0.00516485,1.092,,,0.000527552
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,229.682,1.12139,0,1.138,,,-0.016614
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,352.706,1.02612,0,1.023,,,0.00311666
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.03,1.02151,0,1.023,,,-0.00148548
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,175.692,-0.00675142,0.00336451,0.591118,,,-0.00675142
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,334.945,1.0233,0,1.023,,,0.000299951
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,205.718,1.16215,0,1.138,,,0.0241543
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.414,1.18509,-0.000548273,1.023,,,-0.00152454
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,317.647,1.02789,0,1.023,,,0.00488821
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,219.357,1.10469,0,1.138,,,-0.0333052
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,331.342,1.04612,0,1.046,,,0.000120193
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,300.714,1.04016,0,1.046,,,-0.00584107
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,221.058,1.11832,0,1.138,,,-0.0196796
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.462,1.02273,0,1.023,,,-0.000265899
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,367.085,1.02093,0,1.023,,,-0.00206508
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,288.166,1.08187,0,1.092,,,-0.0101257
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,309.855,1.04552,0,1.046,,,-0.000479897
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,324.135,1.02537,0,1.023,,,0.00236906
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,279.616,1.14396,0,1.138,,,0.00595643
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.14,1.0225,0,1.023,,,-0.000498014
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,336.343,1.03883,0,1.046,,,-0.00716881
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,300.835,1.02371,0,1.023,,,0.000707484
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,240.218,-0.00150038,0.00336451,0.808218,,,-0.00150038
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,246.17,-0.00288814,0.00336451,0.828242,,,-0.00288814
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,282.989,2.54513,-0.00506886,1.092,,,0.0186982
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,351.027,1.06929,0,1.069,,,0.00029112
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,311.722,1.02173,0,1.023,,,-0.00127318
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,165.586,-0.0212252,0.00336451,0.557114,,,-0.0212252
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,322.779,1.01952,0,1.023,,,-0.00347838
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.961,1.02302,0,1.023,,,2.07343e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,304.698,1.05051,0,1.046,,,0.00451234
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,367.246,1.02214,0,1.023,,,-0.000858951
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,317.725,1.02298,0,1.023,,,-1.67806e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,132.081,-0.00630299,0.00336451,0.444386,,,-0.00630299
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,325.047,1.02098,0,1.023,,,-0.00202177
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,304.079,1.02338,0,1.023,,,0.000384149
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.078,1.02188,0,1.023,,,-0.00112463
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,306.381,1.02396,0,1.023,,,0.000959433
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.918,1.02217,0,1.023,,,-0.000828554
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,158.924,-0.00595931,0.00336451,0.534702,,,-0.00595931
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,255.667,1.11962,0,1.138,,,-0.0183795
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,300.207,1.01703,0,1.023,,,-0.00596632
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,315.746,1.02177,0,1.023,,,-0.00122994
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,314.25,1.04769,0,1.046,,,0.00168751
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.792,1.02422,0,1.023,,,0.00122061
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.401,1.0239,0,1.023,,,0.000896536
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,289.285,1.09226,0,1.092,,,0.000261298
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,334.114,1.02188,0,1.023,,,-0.00112121
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,273.09,1.15028,0,1.138,,,0.0122813
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,331.473,1.02092,0,1.023,,,-0.00207926
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.249,1.02634,0,1.023,,,0.00334412
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,295.02,1.08757,0,1.092,,,-0.00442821
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,340.23,1.0695,0,1.069,,,0.000496868
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,302.247,1.02352,0,1.023,,,0.000518279
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,325.637,1.02443,0,1.023,,,0.00142733
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.612,1.02215,0,1.023,,,-0.000848211
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,276.102,1.1394,0,1.138,,,0.00139777
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,367.871,1.02291,0,1.023,,,-8.64425e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,212.926,1.15465,0,1.138,,,0.0166517
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,387.218,1.02357,0,1.023,,,0.00056791
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,163.463,-0.00522439,0.00336451,0.549973,,,-0.00522439
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,314.865,1.02036,0,1.023,,,-0.00264483
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,317.788,1.02132,0,1.023,,,-0.00168206
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,304.042,1.02019,0,1.023,,,-0.00280845
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,330.079,1.04181,0,1.046,,,-0.0041866
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,305.919,1.02174,0,1.023,,,-0.00125955
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,310.623,1.02296,0,1.023,,,-4.37085e-05
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,326.995,1.02395,0,1.023,,,0.000946912
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,297.748,1.0637,-0.00013436,1.023,,,0.000698953
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,315.151,1.02639,0,1.023,,,0.00338873
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,337.972,1.07575,0,1.069,,,0.00674604
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,164.119,-0.0128388,0.00336451,0.552181,,,-0.0128388
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,302.854,1.02209,0,1.023,,,-0.000906664
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,344.517,1.0221,0,1.023,,,-0.000902734
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,297.559,1.67246,-0.00209919,1.046,,,0.00182812
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,286.558,1.07627,0,1.069,,,0.00726639
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,303.782,1.0267,0,1.023,,,0.00370158
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,294.566,1.08776,0,1.092,,,-0.00423705
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,193.802,1.1538,0,1.138,,,0.0157951
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,309.756,1.02344,0,1.023,,,0.000437472
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,321.113,1.02042,0,1.023,,,-0.00257655
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,322.228,1.02253,0,1.023,,,-0.000472046
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,154.65,-0.0406687,0.00336451,0.520322,,,-0.0406687
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,317.302,1.02337,0,1.023,,,0.000367566
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,234.027,1.11735,0,1.138,,,-0.0206485
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,326.445,1.04149,0,1.046,,,-0.00451176
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,184.673,1.0937,0,1.138,,,-0.0443021
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.362,1.0226,0,1.023,,,-0.000401991
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,282.727,2.52944,-0.00506886,1.092,,,0.00433433
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,278.921,1.13704,0,1.138,,,-0.000958718
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,220.671,1.13151,0,1.138,,,-0.00648573
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,283.857,1.96892,-0.00314982,1.069,,,0.00581753
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.499,1.02332,0,1.023,,,0.000315483
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,382.122,1.0713,0,1.069,,,0.00230163
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,361.559,1.02416,0,1.023,,,0.00115714
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,337.253,1.02364,0,1.023,,,0.000643053
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,330.162,1.04521,0,1.046,,,-0.000785907
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.905,1.02098,0,1.023,,,-0.00202179
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,324.288,1.02332,0,1.023,,,0.000317224
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,326.219,1.06243,0,1.069,,,-0.00657102
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,293.116,1.07168,0,1.069,,,0.00267771
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,315.389,1.02745,0,1.023,,,0.00444729
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,270.013,1.14865,0,1.138,,,0.0106513
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,339.099,1.0256,0,1.023,,,0.00260264
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_4-th Autocalled,292.35,1.09105,0,1.092,,,-0.000948683
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,142.425,0.00104656,0.00336451,0.47919,,,0.00104656
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,195.225,-0.00549244,0.00336451,0.656836,,,-0.00549244
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,329.467,1.02228,0,1.023,,,-0.000723899
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,331.133,1.02395,0,1.023,,,0.000953642
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,315.502,1.03999,0,1.046,,,-0.00601254
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,316.076,1.02081,0,1.023,,,-0.00219274
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,314.459,1.05148,0,1.046,,,0.00547763
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,277.148,1.1123,0,1.115,,,-0.00269651
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
1_6-th Autocalled,100.788,0.00201255,0.00336451,0.339102,,,0.00201255
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,298.317,1.19006,-0.000548273,1.023,,,0.00350491
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,298.744,1.75742,-0.00237941,1.046,,,0.000583353
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_3-th Autocalled,328.335,1.0648,0,1.069,,,-0.00419641
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_5-th Autocalled,298.904,1.12713,0,1.115,,,0.0121306
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,312.612,1.02141,0,1.023,,,-0.00158613
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.413,1.02035,0,1.023,,,-0.00264819
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_1-th Autocalled,308.196,1.02321,0,1.023,,,0.00021022
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_6-th Autocalled,255.447,1.13311,0,1.138,,,-0.00489028
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
0_2-th Autocalled,322.991,1.04325,0,1.046,,,-0.00275351
0,297.22,0.577136,0.00138143,0.987724,,,-5.55112e-17
